DateTime,Price,Type
2025.06.24 22:00;0.89268;High
2025.06.24 16:30;0.88969;Low
2025.06.24 14:30;0.89329;High
2025.06.23 14:30;0.87894;Low
2025.06.20 15:30;0.89048;High
2025.06.20 00:00;0.88535;Low
2025.06.19 21:00;0.88786;High
2025.06.19 14:00;0.88546;Low
2025.06.18 21:00;0.89265;High
2025.06.18 15:30;0.88629;Low
2025.06.18 09:30;0.88928;High
2025.06.17 21:00;0.88197;Low
2025.06.17 16:30;0.88784;High
2025.06.17 15:30;0.88494;Low
2025.06.17 09:30;0.88818;High
2025.06.17 03:00;0.88293;Low
2025.06.16 19:30;0.88738;High
2025.06.16 00:00;0.87924;Low
2025.06.13 20:00;0.88486;High
2025.06.13 16:00;0.88126;Low
2025.06.13 11:00;0.88429;High
2025.06.13 04:00;0.88053;Low
2025.06.13 01:00;0.88860;High
2025.06.13 00:00;0.88750;Low
2025.06.12 15:30;0.88975;High
2025.06.12 10:30;0.88541;Low
2025.06.11 15:30;0.89377;High
2025.06.11 15:00;0.88978;Low
2025.06.11 12:30;0.89178;High
2025.06.11 06:00;0.88903;Low
2025.06.10 16:30;0.89360;High
2025.06.10 10:00;0.89077;Low
2025.06.10 07:00;0.89470;High
2025.06.09 16:00;0.89053;Low
2025.06.09 11:30;0.89332;High
2025.06.09 00:00;0.88796;Low
2025.06.06 22:30;0.89018;High
2025.06.06 11:30;0.88729;Low
2025.06.06 10:30;0.88869;High
2025.06.06 05:30;0.88744;Low
2025.06.06 03:00;0.89036;High
2025.06.06 00:00;0.88783;Low
2025.06.05 16:00;0.89180;High
2025.06.05 00:00;0.88638;Low
2025.06.04 15:30;0.88968;High
2025.06.04 00:00;0.88473;Low
2025.06.03 20:00;0.88767;High
2025.06.03 16:30;0.88543;Low
2025.06.03 02:30;0.89112;High
2025.06.02 00:00;0.88303;Low
2025.05.30 04:00;0.89056;High
2025.05.30 00:00;0.88813;Low
2025.05.29 15:30;0.89105;High
2025.05.28 17:30;0.88606;Low
2025.05.28 11:00;0.89105;High
2025.05.28 05:00;0.88834;Low
2025.05.28 04:30;0.89109;High
2025.05.27 18:00;0.88586;Low
2025.05.27 16:00;0.88889;High
2025.05.27 14:00;0.88676;Low
2025.05.27 04:30;0.89130;High
2025.05.27 03:00;0.88994;Low
2025.05.26 16:30;0.89326;High
2025.05.26 12:30;0.89194;Low
2025.05.26 05:00;0.89510;High
2025.05.26 00:00;0.88938;Low
2025.05.23 20:30;0.89198;High
2025.05.23 16:30;0.88893;Low
2025.05.23 14:30;0.89311;High
